Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,DateTime,DayOfYear,Season,IsDaytime
2010,1,1,0,30,0,0,0,-5,11.85244038,996.1472168,29.79005206,36.63573074,2.722316027,2010-01-01 00:30:00,1,Winter,0
2010,1,1,1,30,0,0,0,-5,11.22559735,996.2486572,30.98325204,38.74664688,2.707211494,2010-01-01 01:30:00,1,Winter,0
2010,1,1,2,30,0,0,0,-5,10.65819004,995.8215332,32.39974817,41.12978363,2.798367023,2010-01-01 02:30:00,1,Winter,0
2010,1,1,3,30,0,0,0,-4,10.12950423,995.6450806,34.19274634,44.00959778,2.898465872,2010-01-01 03:30:00,1,Winter,0
2010,1,1,4,30,0,0,0,-4,9.635839915,995.9245605,36.21352976,47.31906509,2.89017868,2010-01-01 04:30:00,1,Winter,0
2010,1,1,5,30,0,0,0,-4,13.32907539,996.7271729,29.69678718,49.00707245,3.62471056,2010-01-01 05:30:00,1,Winter,0
2010,1,1,6,30,0,0,0,-3,12.87168117,997.4958496,31.08302307,57.24911499,3.618878365,2010-01-01 06:30:00,1,Winter,0
2010,1,1,7,30,0,0,0,-3,13.52098973,998.1759644,31.17315665,64.76544952,3.562192202,2010-01-01 07:30:00,1,Winter,0
2010,1,1,8,30,80,292,135,-2,16.38898827,998.8493042,27.98822883,70.38795471,3.084073067,2010-01-01 08:30:00,1,Winter,1
2010,1,1,9,30,118,577,331,0,19.75377599,999.4415894,25.63837098,72.58761597,2.419389963,2010-01-01 09:30:00,1,Winter,1
2010,1,1,10,30,149,711,514,0,24.12411303,999.18927,21.69910774,78.97724152,2.170229673,2010-01-01 10:30:00,1,Winter,1
2010,1,1,11,30,155,754,617,1,27.53632844,998.3040161,18.48388968,98.59793091,1.936101198,2010-01-01 11:30:00,1,Winter,1
2010,1,1,12,30,172,747,663,2,29.19037016,997.0643311,17.68275156,116.9428787,1.393144488,2010-01-01 12:30:00,1,Winter,1
2010,1,1,13,30,159,772,658,2,29.72298953,996.4389038,17.63011229,134.371521,0.928904533,2010-01-01 13:30:00,1,Winter,1
2010,1,1,14,30,159,749,593,2,29.27161357,995.7640381,18.01217062,127.3362885,0.454455376,2010-01-01 14:30:00,1,Winter,1
2010,1,1,15,30,142,628,432,2,27.83913147,995.3024292,19.11263064,51.43059921,0.463374466,2010-01-01 15:30:00,1,Winter,1
2010,1,1,16,30,135,375,248,2,25.35613348,995.0307007,22.10752424,26.6403389,1.052359462,2010-01-01 16:30:00,1,Winter,1
2010,1,1,17,30,41,27,44,5,22.2304328,995.012085,32.7986205,14.20627594,1.96476531,2010-01-01 17:30:00,1,Winter,1
2010,1,1,18,30,0,0,0,1,21.55324177,995.6036987,26.29751169,14.90109253,2.885018349,2010-01-01 18:30:00,1,Winter,0
2010,1,1,19,30,0,0,0,0,20.78652112,995.7689819,26.12075238,17.49416351,3.588166475,2010-01-01 19:30:00,1,Winter,0
2010,1,1,20,30,0,0,0,0,20.02176476,996.1127319,26.18021488,20.63243866,4.042771816,2010-01-01 20:30:00,1,Winter,0
2010,1,1,21,30,0,0,0,0,19.24065957,996.1842041,26.58704236,24.65890503,4.276001453,2010-01-01 21:30:00,1,Winter,0
2010,1,1,22,30,0,0,0,0,18.40036515,996.3656616,27.33716366,30.38807678,4.314747334,2010-01-01 22:30:00,1,Winter,0
2010,1,1,23,30,0,0,0,-1,17.51858451,995.8895874,28.21390768,37.91988373,4.26542902,2010-01-01 23:30:00,1,Winter,0
2010,1,2,0,30,0,0,0,-1,16.62686676,995.6781006,29.29740034,46.51205444,4.139018536,2010-01-02 00:30:00,2,Winter,0
2010,1,2,1,30,0,0,0,-1,15.73745284,995.494812,31.027974,54.8468895,3.93070817,2010-01-02 01:30:00,2,Winter,0
2010,1,2,2,30,0,0,0,-1,14.87791835,995.1535645,33.51994982,63.37996674,3.497319221,2010-01-02 02:30:00,2,Winter,0
2010,1,2,3,30,0,0,0,0,14.13901222,994.7059937,36.44476409,72.64185333,3.044610977,2010-01-02 03:30:00,2,Winter,0
2010,1,2,4,30,0,0,0,0,13.54174508,994.6816406,39.50906829,82.42230988,2.702293873,2010-01-02 04:30:00,2,Winter,0
2010,1,2,5,30,0,0,0,0,13.08671307,995.0030518,42.46300316,91.69300842,2.437212944,2010-01-02 05:30:00,2,Winter,0
2010,1,2,6,30,0,0,0,1,12.72500281,995.7676392,45.34722197,101.1454239,2.217615128,2010-01-02 06:30:00,2,Winter,0
2010,1,2,7,30,0,0,0,1,13.49157703,996.520752,45.26670044,112.1349945,2.057176352,2010-01-02 07:30:00,2,Winter,0
2010,1,2,8,30,78,231,122,2,16.35713612,997.6192627,38.89372202,126.1059418,1.8724401,2010-01-02 08:30:00,2,Winter,1
2010,1,2,9,30,172,223,255,3,19.94844859,998.3272705,33.54420498,141.2760925,1.598862767,2010-01-02 09:30:00,2,Winter,1
2010,1,2,10,30,244,68,279,4,24.05379992,998.5366821,29.11890239,164.142334,1.737677455,2010-01-02 10:30:00,2,Winter,1
2010,1,2,11,30,279,40,304,6,27.53831284,997.675293,26.16396446,192.11203,2.469708204,2010-01-02 11:30:00,2,Winter,1
2010,1,2,12,30,154,0,154,7,29.24306006,996.911377,25.00840713,211.0620422,2.744864941,2010-01-02 12:30:00,2,Winter,1
2010,1,2,13,30,332,260,501,7,29.65611789,996.4043579,25.10340729,224.0428619,2.797617435,2010-01-02 13:30:00,2,Winter,1
2010,1,2,14,30,280,349,483,7,29.28095591,995.8831787,25.77700604,235.3365936,2.561142683,2010-01-02 14:30:00,2,Winter,1
2010,1,2,15,30,138,0,138,7,28.18543268,995.9693604,26.87391049,249.052063,2.254452705,2010-01-02 15:30:00,2,Winter,1
2010,1,2,16,30,53,0,53,7,26.18584518,996.260437,29.56358496,269.5688171,2.019091845,2010-01-02 16:30:00,2,Winter,1
2010,1,2,17,30,14,0,14,6,23.98064123,996.6741943,33.61159818,301.2250977,2.275220156,2010-01-02 17:30:00,2,Winter,1
2010,1,2,18,30,0,0,0,6,23.41901428,997.3069458,33.30832916,323.6405945,2.887742519,2010-01-02 18:30:00,2,Winter,0
2010,1,2,19,30,0,0,0,5,22.88257475,997.8793335,32.41329798,337.5850525,3.452261209,2010-01-02 19:30:00,2,Winter,0
2010,1,2,20,30,0,0,0,4,22.26455342,998.0874023,31.84077354,345.4987183,3.745676279,2010-01-02 20:30:00,2,Winter,0
2010,1,2,21,30,0,0,0,3,21.7191069,998.0283203,31.26197794,350.8920593,3.743546963,2010-01-02 21:30:00,2,Winter,0
2010,1,2,22,30,0,0,0,3,21.172172,997.8956299,31.0440863,353.5960083,3.635990143,2010-01-02 22:30:00,2,Winter,0
2010,1,2,23,30,0,0,0,3,20.55248392,997.8274536,32.02343368,353.6468201,3.532915831,2010-01-02 23:30:00,2,Winter,0
2010,1,3,0,30,0,0,0,3,19.96087129,997.5171509,33.75014943,351.886261,3.423517227,2010-01-03 00:30:00,3,Winter,0
2010,1,3,1,30,0,0,0,3,19.49612981,997.5895386,35.61709514,349.1098938,3.326384068,2010-01-03 01:30:00,3,Winter,0
2010,1,3,2,30,0,0,0,4,19.05402347,997.8504639,37.68769443,344.4359741,3.200617075,2010-01-03 02:30:00,3,Winter,0
2010,1,3,3,30,0,0,0,4,18.65777856,997.8829346,40.0086342,337.8652954,2.999923468,2010-01-03 03:30:00,3,Winter,0
2010,1,3,4,30,0,0,0,5,18.28136174,997.8795776,43.47325694,330.1064148,2.754898548,2010-01-03 04:30:00,3,Winter,0
2010,1,3,5,30,0,0,0,6,17.94569048,998.3810425,47.6412129,322.2793579,2.483724117,2010-01-03 05:30:00,3,Winter,0
2010,1,3,6,30,0,0,0,7,17.73347486,998.9021606,50.54568934,316.9814453,2.184826612,2010-01-03 06:30:00,3,Winter,0
2010,1,3,7,30,0,0,0,7,17.92463881,999.4595947,50.49477743,312.8121948,1.949800849,2010-01-03 07:30:00,3,Winter,0
2010,1,3,8,30,83,171,115,7,18.93574853,999.8857422,46.80344345,314.5302124,1.645242453,2010-01-03 08:30:00,3,Winter,1
2010,1,3,9,30,163,271,263,8,21.05148886,1000.358276,45.17371896,318.1925659,1.38842988,2010-01-03 09:30:00,3,Winter,1
2010,1,3,10,30,276,142,349,8,23.68291888,1000.156433,39.17173468,312.0728455,2.009730339,2010-01-03 10:30:00,3,Winter,1
2010,1,3,11,30,314,177,423,8,25.46180001,999.3911743,33.74934553,317.1740112,2.377663374,2010-01-03 11:30:00,3,Winter,1
2010,1,3,12,30,295,418,571,6,26.54411811,998.0031738,28.38845325,324.3985291,2.604320288,2010-01-03 12:30:00,3,Winter,1
2010,1,3,13,30,205,692,654,4,26.95081317,997.4019165,24.43224004,330.6166687,2.737028837,2010-01-03 13:30:00,3,Winter,1
2010,1,3,14,30,159,743,592,3,26.61645298,996.6997681,22.12523839,333.2442017,2.935283422,2010-01-03 14:30:00,3,Winter,1
2010,1,3,15,30,140,667,450,1,25.55467525,996.8505249,21.11151899,336.7939453,3.169710159,2010-01-03 15:30:00,3,Winter,1
2010,1,3,16,30,107,515,264,1,23.66310267,997.2088013,22.60905387,342.6669922,3.30103898,2010-01-03 16:30:00,3,Winter,1
2010,1,3,17,30,45,43,50,0,21.12039307,997.8926392,25.9246341,348.9262085,3.44382,2010-01-03 17:30:00,3,Winter,1
2010,1,3,18,30,0,0,0,0,19.94800297,998.7614136,26.84226628,354.8465271,3.761058092,2010-01-03 18:30:00,3,Winter,0
2010,1,3,19,30,0,0,0,0,18.99982215,999.4936523,27.39248994,1.471504211,3.976970434,2010-01-03 19:30:00,3,Winter,0
2010,1,3,20,30,0,0,0,0,18.05226444,1000.151917,28.47141561,9.893089294,3.971980095,2010-01-03 20:30:00,3,Winter,0
2010,1,3,21,30,0,0,0,0,17.10783325,1000.088318,30.65299763,20.42299652,3.750003099,2010-01-03 21:30:00,3,Winter,0
2010,1,3,22,30,0,0,0,0,16.23501985,999.7038574,35.18898215,31.58332825,3.452064991,2010-01-03 22:30:00,3,Winter,0
2010,1,3,23,30,0,0,0,2,15.42368796,999.3842163,43.20710159,41.57197952,3.172384977,2010-01-03 23:30:00,3,Winter,0
2010,1,4,0,30,0,0,0,5,14.65383106,999.0324097,53.48007014,48.97468567,2.97052598,2010-01-04 00:30:00,4,Winter,0
2010,1,4,1,30,0,0,0,7,13.93621164,999.0181274,64.29115878,53.05463409,2.879179478,2010-01-04 01:30:00,4,Winter,0
2010,1,4,2,30,0,0,0,8,13.2359209,998.9442139,75.15195585,56.54813766,2.909893036,2010-01-04 02:30:00,4,Winter,0
2010,1,4,3,30,0,0,0,10,12.53546028,999.2833252,85.18318087,59.87059021,2.955094337,2010-01-04 03:30:00,4,Winter,0
2010,1,4,4,30,0,0,0,10,11.92357036,999.328125,92.52230393,63.33978653,2.975666761,2010-01-04 04:30:00,4,Winter,0
2010,1,4,5,30,0,0,0,11,11.40996986,1000.005615,97.64603805,66.37778473,2.97280407,2010-01-04 05:30:00,4,Winter,0
2010,1,4,6,30,0,0,0,10,10.97024471,1000.781006,100.0,68.2224884,2.920467138,2010-01-04 06:30:00,4,Winter,0
2010,1,4,7,30,0,0,0,11,11.65537079,1001.287231,96.72308705,69.40976715,2.787649393,2010-01-04 07:30:00,4,Winter,0
2010,1,4,8,30,72,336,135,11,14.3453367,1001.988831,80.71126856,67.51045227,2.436866283,2010-01-04 08:30:00,4,Winter,1
2010,1,4,9,30,120,575,332,10,18.48636203,1002.246826,60.38781297,62.17655182,2.403699398,2010-01-04 09:30:00,4,Winter,1
2010,1,4,10,30,148,695,505,9,22.50347462,1002.100464,43.79374624,57.42982864,3.003960133,2010-01-04 10:30:00,4,Winter,1
2010,1,4,11,30,163,757,628,9,24.64831459,1001.458984,37.27389479,50.51988602,3.190353394,2010-01-04 11:30:00,4,Winter,1
2010,1,4,12,30,169,781,685,8,25.77329893,1000.110535,33.68567029,45.24166489,3.324760437,2010-01-04 12:30:00,4,Winter,1
2010,1,4,13,30,168,776,673,7,26.13033283,998.9025269,31.67044104,41.75976181,3.435899734,2010-01-04 13:30:00,4,Winter,1
2010,1,4,14,30,159,740,592,7,25.8555569,998.230896,30.95089376,39.91662598,3.475275993,2010-01-04 14:30:00,4,Winter,1
2010,1,4,15,30,140,662,449,6,24.90272142,997.5435791,31.48056764,40.23929214,3.456748724,2010-01-04 15:30:00,4,Winter,1
2010,1,4,16,30,107,511,264,6,23.2425695,997.6652222,33.77144356,41.52698135,3.355684519,2010-01-04 16:30:00,4,Winter,1
2010,1,4,17,30,47,51,53,6,20.74095924,997.7277832,39.52775314,42.4128952,3.072527409,2010-01-04 17:30:00,4,Winter,1
2010,1,4,18,30,0,0,0,6,19.67163285,998.5023804,42.7445452,43.22024155,3.059583664,2010-01-04 18:30:00,4,Winter,0
2010,1,4,19,30,0,0,0,6,18.92169381,999.126709,44.5768087,42.98602676,3.029668093,2010-01-04 19:30:00,4,Winter,0
2010,1,4,20,30,0,0,0,6,18.16835969,999.390686,46.43078706,43.64837265,3.035763979,2010-01-04 20:30:00,4,Winter,0
2010,1,4,21,30,0,0,0,6,17.43682132,999.4503174,48.23140027,45.26086426,3.057887793,2010-01-04 21:30:00,4,Winter,0
2010,1,4,22,30,0,0,0,6,16.70177236,999.1109009,50.1001347,47.40542984,3.038383245,2010-01-04 22:30:00,4,Winter,0
2010,1,4,23,30,0,0,0,6,15.98584058,998.7696533,51.98460396,50.83620071,2.976748466,2010-01-04 23:30:00,4,Winter,0
2010,1,5,0,30,0,0,0,6,15.31127649,998.4500732,53.87393483,56.19195938,2.85769248,2010-01-05 00:30:00,5,Winter,0
2010,1,5,1,30,0,0,0,5,14.68870639,997.9210205,55.63831537,63.83576202,2.759459019,2010-01-05 01:30:00,5,Winter,0
2010,1,5,2,30,0,0,0,5,14.08422085,997.4031982,57.55148257,64.94582367,2.520550966,2010-01-05 02:30:00,5,Winter,0
2010,1,5,3,30,0,0,0,5,13.51357239,997.1663818,59.34401219,62.763237,2.178447247,2010-01-05 03:30:00,5,Winter,0
2010,1,5,4,30,0,0,0,5,13.03886422,996.7412109,60.79991624,59.83945465,1.819277644,2010-01-05 04:30:00,5,Winter,0
2010,1,5,5,30,0,0,0,5,12.6484414,996.9420776,61.98741757,54.3745079,1.460107088,2010-01-05 05:30:00,5,Winter,0
2010,1,5,6,30,0,0,0,5,12.29601986,997.2782593,63.04892338,43.84371185,1.134960651,2010-01-05 06:30:00,5,Winter,0
2010,1,5,7,30,0,0,0,5,13.14842254,998.1235962,60.76993726,23.78344727,0.893000126,2010-01-05 07:30:00,5,Winter,0
2010,1,5,8,30,79,284,132,6,16.31517634,998.7073975,52.66372623,32.42950058,0.614257276,2010-01-05 08:30:00,5,Winter,1
2010,1,5,9,30,122,591,339,6,19.85892565,999.1053467,40.53291732,80.05604553,0.4379085,2010-01-05 09:30:00,5,Winter,1
2010,1,5,10,30,149,713,516,6,24.28393778,998.7236328,31.94262206,228.3039856,0.111051068,2010-01-05 10:30:00,5,Winter,1
2010,1,5,11,30,165,776,642,5,26.63723656,998.0518799,26.57348795,263.5234375,0.604386926,2010-01-05 11:30:00,5,Winter,1
2010,1,5,12,30,158,788,680,5,27.70699382,997.1179199,23.81666227,267.0283203,0.764564335,2010-01-05 12:30:00,5,Winter,1
2010,1,5,13,30,156,789,671,4,28.04653858,996.180603,22.07903158,273.4276123,0.811163247,2010-01-05 13:30:00,5,Winter,1
2010,1,5,14,30,161,762,608,3,27.60327524,995.6848145,21.53176262,291.7025146,0.855435729,2010-01-05 14:30:00,5,Winter,1
2010,1,5,15,30,142,684,463,2,26.37668815,995.4730835,22.00294311,312.3639526,0.915265501,2010-01-05 15:30:00,5,Winter,1
2010,1,5,16,30,134,451,274,3,24.13256212,995.6420288,25.88768823,333.9643555,0.932958305,2010-01-05 16:30:00,5,Winter,1
2010,1,5,17,30,48,61,56,6,21.00849829,995.9038696,39.28356626,356.7550964,1.014688253,2010-01-05 17:30:00,5,Winter,1
2010,1,5,18,30,0,0,0,2,20.39191242,996.5151367,29.9294595,16.69934082,1.204578161,2010-01-05 18:30:00,5,Winter,0
2010,1,5,19,30,0,0,0,2,19.62293154,996.9353027,31.32621926,31.16885757,1.460913062,2010-01-05 19:30:00,5,Winter,0
2010,1,5,20,30,0,0,0,2,18.86060244,996.9640503,32.71277851,43.30191803,1.70338273,2010-01-05 20:30:00,5,Winter,0
2010,1,5,21,30,0,0,0,2,18.13559482,997.1395874,34.09161545,53.27065659,1.929522038,2010-01-05 21:30:00,5,Winter,0
2010,1,5,22,30,0,0,0,1,17.40844374,996.8214722,35.40010211,61.45485687,2.097892523,2010-01-05 22:30:00,5,Winter,0
2010,1,5,23,30,0,0,0,1,16.69562724,996.644043,36.92743539,69.27835083,2.1776824,2010-01-05 23:30:00,5,Winter,0
2010,1,6,0,30,0,0,0,1,16.01221475,996.0330811,38.70537118,76.63188934,2.199595213,2010-01-06 00:30:00,6,Winter,0
2010,1,6,1,30,0,0,0,2,15.34448829,995.8850708,40.76369933,81.99437714,2.231142521,2010-01-06 01:30:00,6,Winter,0
2010,1,6,2,30,0,0,0,2,14.67971914,995.7555542,43.14784085,83.66092682,2.284347057,2010-01-06 02:30:00,6,Winter,0
2010,1,6,3,30,0,0,0,2,14.05027191,995.4752197,45.55930839,83.32061768,2.355740547,2010-01-06 03:30:00,6,Winter,0
2010,1,6,4,30,0,0,0,2,13.44902477,995.5831909,48.11431846,83.1293869,2.446489573,2010-01-06 04:30:00,6,Winter,0
2010,1,6,5,30,0,0,0,2,12.88642173,995.7985229,50.60369581,83.24893188,2.572208643,2010-01-06 05:30:00,6,Winter,0
2010,1,6,6,30,0,0,0,3,12.36420927,996.5512085,52.93721247,84.06118011,2.69066453,2010-01-06 06:30:00,6,Winter,0
2010,1,6,7,30,0,0,0,3,13.07005852,997.2282715,51.03912685,85.8924408,2.746635199,2010-01-06 07:30:00,6,Winter,0
2010,1,6,8,30,79,314,137,3,16.10158744,998.1173706,41.95963574,86.069664,2.52802515,2010-01-06 08:30:00,6,Winter,1
2010,1,6,9,30,123,600,343,3,19.57651035,998.6469116,34.83418146,82.93170929,2.09062314,2010-01-06 09:30:00,6,Winter,1
2010,1,6,10,30,137,720,508,3,24.16376905,998.3960571,25.83153478,86.37700653,2.09368515,2010-01-06 10:30:00,6,Winter,1
2010,1,6,11,30,154,763,624,2,26.87029002,997.2182007,20.47651321,84.63202667,2.263646603,2010-01-06 11:30:00,6,Winter,1
2010,1,6,12,30,167,764,674,1,27.90907787,996.0023804,18.60110686,79.31270599,2.354724884,2010-01-06 12:30:00,6,Winter,1
2010,1,6,13,30,172,768,674,1,28.15633155,994.9220581,17.55482002,75.57928467,2.446937799,2010-01-06 13:30:00,6,Winter,1
2010,1,6,14,30,161,713,581,0,27.68762508,994.3244019,17.21166151,73.63369751,2.361208439,2010-01-06 14:30:00,6,Winter,1
2010,1,6,15,30,135,674,454,0,26.4455163,994.2693481,17.58679897,69.12798309,2.077758789,2010-01-06 15:30:00,6,Winter,1
2010,1,6,16,30,137,421,269,0,24.1104227,994.5476074,21.05391142,57.02728271,1.836658716,2010-01-06 16:30:00,6,Winter,1
2010,1,6,17,30,48,41,53,0,21.23677418,995.270752,24.75843414,37.3129158,1.977872849,2010-01-06 17:30:00,6,Winter,1
2010,1,6,18,30,0,0,0,0,20.18398213,996.0167236,25.14450756,28.58109665,2.473886967,2010-01-06 18:30:00,6,Winter,0
2010,1,6,19,30,0,0,0,0,19.33904017,996.3067017,25.61636636,27.13709641,2.968872309,2010-01-06 19:30:00,6,Winter,0
2010,1,6,20,30,0,0,0,-1,18.56298434,996.8605347,26.19075847,29.26130676,3.422061443,2010-01-06 20:30:00,6,Winter,0
2010,1,6,21,30,0,0,0,-1,17.78694161,996.5098877,27.03624832,33.48632813,3.801261902,2010-01-06 21:30:00,6,Winter,0
2010,1,6,22,30,0,0,0,-1,16.98809356,996.250061,28.20149635,38.35270691,4.070025921,2010-01-06 22:30:00,6,Winter,0
2010,1,6,23,30,0,0,0,-1,16.15809398,995.8634644,29.67629577,43.740448,4.215118408,2010-01-06 23:30:00,6,Winter,0
2010,1,7,0,30,0,0,0,-1,15.3362825,995.2877808,31.49312372,49.95537186,4.24984169,2010-01-07 00:30:00,7,Winter,0
2010,1,7,1,30,0,0,0,-1,14.49726857,995.1130981,34.0324838,56.94265366,4.216883659,2010-01-07 01:30:00,7,Winter,0
2010,1,7,2,30,0,0,0,0,13.67976407,995.0008545,37.26281587,64.57276917,4.119153976,2010-01-07 02:30:00,7,Winter,0
2010,1,7,3,30,0,0,0,0,12.90973979,994.9036255,40.75355257,70.9855957,3.934156895,2010-01-07 03:30:00,7,Winter,0
2010,1,7,4,30,0,0,0,0,12.20937951,995.1635742,43.90170511,75.51877594,3.662151575,2010-01-07 04:30:00,7,Winter,0
2010,1,7,5,30,0,0,0,0,11.58756406,995.9301147,46.42067747,79.09376526,3.341049433,2010-01-07 05:30:00,7,Winter,0
2010,1,7,6,30,0,0,0,0,11.06005338,996.5758667,48.58358801,82.4029007,3.052396297,2010-01-07 06:30:00,7,Winter,0
2010,1,7,7,30,0,0,0,0,11.76335172,997.3999023,46.91982079,84.90936279,2.802042961,2010-01-07 07:30:00,7,Winter,0
2010,1,7,8,30,78,313,136,0,14.65448058,998.1530151,38.93813618,82.88943481,2.282193899,2010-01-07 08:30:00,7,Winter,1
2010,1,7,9,30,122,599,343,1,18.26408739,998.8436279,32.48108459,73.57531738,1.693808913,2010-01-07 09:30:00,7,Winter,1
2010,1,7,10,30,142,698,502,2,22.67196312,999.0821533,26.41482885,67.0151825,1.402422786,2010-01-07 10:30:00,7,Winter,1
2010,1,7,11,30,153,766,626,2,26.58111538,998.1118774,20.4442863,71.31067657,0.918477654,2010-01-07 11:30:00,7,Winter,1
2010,1,7,12,30,172,809,710,1,28.2819508,996.7999878,17.67429034,41.87882996,0.570369005,2010-01-07 12:30:00,7,Winter,1
2010,1,7,13,30,171,805,699,0,28.6528731,995.7717896,16.38520299,3.027839661,0.653590739,2010-01-07 13:30:00,7,Winter,1
2010,1,7,14,30,162,770,617,0,28.00102284,995.2875366,16.11746303,353.707428,0.936912179,2010-01-07 14:30:00,7,Winter,1
2010,1,7,15,30,134,682,458,0,26.46334857,995.1077881,16.82176268,359.1351929,1.175972462,2010-01-07 15:30:00,7,Winter,1
2010,1,7,16,30,137,430,273,0,24.02950837,995.2023315,19.08458771,5.023635864,1.46481204,2010-01-07 16:30:00,7,Winter,1
2010,1,7,17,30,49,49,56,1,20.93614982,995.8167114,27.24292162,5.41619873,2.001491547,2010-01-07 17:30:00,7,Winter,1
2010,1,7,18,30,0,0,0,0,20.0037048,996.5298462,25.23886315,6.322113037,2.545645237,2010-01-07 18:30:00,7,Winter,0
2010,1,7,19,30,0,0,0,0,19.14485407,997.2126465,26.34044746,7.142562866,2.964844465,2010-01-07 19:30:00,7,Winter,0
2010,1,7,20,30,0,0,0,0,18.31764388,997.5422974,27.51501214,9.650039673,3.161059856,2010-01-07 20:30:00,7,Winter,0
2010,1,7,21,30,0,0,0,0,17.52945081,998.0221558,28.83151749,12.7582016,3.307335377,2010-01-07 21:30:00,7,Winter,0
2010,1,7,22,30,0,0,0,0,16.74940593,997.7608643,30.33884304,15.38697052,3.471949816,2010-01-07 22:30:00,7,Winter,0
2010,1,7,23,30,0,0,0,0,15.98084328,997.3377686,32.07150995,17.83757782,3.625065804,2010-01-07 23:30:00,7,Winter,0
2010,1,8,0,30,0,0,0,0,15.25559376,997.2568359,33.89692375,20.6967392,3.739028931,2010-01-08 00:30:00,8,Winter,0
2010,1,8,1,30,0,0,0,0,14.56199096,997.1078491,35.79217069,23.82485199,3.842945337,2010-01-08 01:30:00,8,Winter,0
2010,1,8,2,30,0,0,0,0,13.89361673,997.3242798,37.9414928,25.57394409,3.979518652,2010-01-08 02:30:00,8,Winter,0
2010,1,8,3,30,0,0,0,0,13.25091574,997.128479,40.21504054,26.90402222,4.095640182,2010-01-08 03:30:00,8,Winter,0
2010,1,8,4,30,0,0,0,0,12.62725667,996.8972168,42.52516126,28.46755219,4.185176849,2010-01-08 04:30:00,8,Winter,0
2010,1,8,5,30,0,0,0,0,12.04131519,997.3985596,45.01719967,30.34695816,4.247927189,2010-01-08 05:30:00,8,Winter,0
2010,1,8,6,30,0,0,0,0,11.52279187,997.8997192,47.70398179,32.23758316,4.277276993,2010-01-08 06:30:00,8,Winter,0
2010,1,8,7,30,0,0,0,1,12.13945938,998.369873,47.09796417,33.31064224,4.220885754,2010-01-08 07:30:00,8,Winter,0
2010,1,8,8,30,78,283,131,1,14.91386584,999.2625732,40.26957952,34.72986603,3.6476686,2010-01-08 08:30:00,8,Winter,1
2010,1,8,9,30,118,577,331,2,18.66152819,999.9855347,33.23254768,34.69075775,3.029707193,2010-01-08 09:30:00,8,Winter,1
2010,1,8,10,30,150,721,522,1,22.94441002,1000.362488,24.49253228,33.52018356,3.133403301,2010-01-08 10:30:00,8,Winter,1
2010,1,8,11,30,166,783,650,0,24.96255526,999.7324829,19.62968742,29.31248093,3.03104949,2010-01-08 11:30:00,8,Winter,1
2010,1,8,12,30,157,797,688,0,25.85980902,998.6057739,17.96542333,22.99778748,2.762144327,2010-01-08 12:30:00,8,Winter,1
2010,1,8,13,30,171,804,700,0,26.04820199,997.4902954,17.06381317,17.65401459,2.670993805,2010-01-08 13:30:00,8,Winter,1
2010,1,8,14,30,162,769,618,-1,25.51146502,996.9504395,16.81414521,12.19882965,2.784867764,2010-01-08 14:30:00,8,Winter,1
2010,1,8,15,30,143,692,474,-2,24.26133781,996.6188965,17.07802168,9.517318726,3.056558371,2010-01-08 15:30:00,8,Winter,1
2010,1,8,16,30,135,460,282,-2,22.22613467,996.5635986,18.7192028,10.60985565,3.325820923,2010-01-08 16:30:00,8,Winter,1
2010,1,8,17,30,51,58,59,-2,19.42308237,996.7756958,22.08810767,13.34304047,3.61918354,2010-01-08 17:30:00,8,Winter,1
2010,1,8,18,30,0,0,0,-2,18.14773286,997.7470703,23.60143671,16.41859436,4.065739632,2010-01-08 18:30:00,8,Winter,0
2010,1,8,19,30,0,0,0,-3,17.20327919,998.4484253,24.28847329,18.76631927,4.326827526,2010-01-08 19:30:00,8,Winter,0
2010,1,8,20,30,0,0,0,-3,16.27496827,999.012085,25.11225801,21.79447174,4.42603159,2010-01-08 20:30:00,8,Winter,0
2010,1,8,21,30,0,0,0,-4,15.38003127,999.0109253,26.02208675,24.8598175,4.411601543,2010-01-08 21:30:00,8,Winter,0
2010,1,8,22,30,0,0,0,-4,14.57395128,998.9889526,26.98693279,26.68665695,4.341516495,2010-01-08 22:30:00,8,Winter,0
2010,1,8,23,30,0,0,0,-4,13.84219646,998.7807617,27.92341355,27.12165833,4.28218174,2010-01-08 23:30:00,8,Winter,0
2010,1,9,0,30,0,0,0,-4,13.15421331,998.7612915,28.73553366,26.88882065,4.268015385,2010-01-09 00:30:00,9,Winter,0
2010,1,9,1,30,0,0,0,-4,12.53644163,998.2567749,29.33359877,26.97121429,4.29048872,2010-01-09 01:30:00,9,Winter,0
2010,1,9,2,30,0,0,0,-5,11.94447908,997.8563843,29.84567763,27.42621994,4.344995499,2010-01-09 02:30:00,9,Winter,0
2010,1,9,3,30,0,0,0,-5,11.34207397,997.3215942,30.46494262,28.23165512,4.391109467,2010-01-09 03:30:00,9,Winter,0
2010,1,9,4,30,0,0,0,-5,10.74903193,997.1569824,31.17728346,30.16814804,4.402410984,2010-01-09 04:30:00,9,Winter,0
2010,1,9,5,30,0,0,0,-5,10.1772031,997.2128906,31.96237944,32.73488617,4.398557663,2010-01-09 05:30:00,9,Winter,0
